"","DATE","OPINION","PROS","CONS","company"
"1750","Home Delivery Driver (Former Employee) - Banbury, Oxfordshire - 16 October 2020","Been shouted on more then one occasion for saying 'good morning' to another member of staff. ","Money and bonus are ok","Poor Management, Hours all over the place, Poor training, Poor communication, Favouritism/Nepotism at its finest","MORRISONS"
"1751","Sales Assistant (Current Employee) - Renfrew, Renfrewshire - 15 October 2020","Holidays are a nightmare to book off.","Nice work colleagues, subbed canteen food.","Bad Management and Bad on the job training.","MORRISONS"
"1752","Sales assistant (Current Employee) - Bolton, Greater Manchester - 13 October 2020","Got a warning for not coming to work even though I had a drs note for medical leave.","15% staff discount","Poor management, Poor HR, Long hours, overworked, bullying culture, last minute rota's, disorganised, Poor staff Morale.","MORRISONS"
"1753","Customer Assistant (Former Employee) - Norwich, Norfolk - 13 October 2020","No room for advancement at all.","Store Discount (10%) and good colleagues","None","MORRISONS"
"1754","Customer Assistant (Current Employee) - Lancashire - 30 September 2020","All talk about 'in this together' all a front unfortunately.","Free Tea!","Embarrassing quality of service, pure greed.","MORRISONS"
"1755","Temporary Picker/Packer (Former Employee) - Cowgate Newcastle - 29 September 2020","Don't get me wrong some managers are okay but its few and far between) ","there isnt any","Irregular shifts, don't seemed planned.","MORRISONS"
"1756","Checkouts Team Leader (Former Employee) - Wellingborough, Northamptonshire - 28 September 2020",NA,"friendly staff. Discount, clocking out to go home","As mentioned above","MORRISONS"
"1757","Cashier/Admin Manager (Current Employee) - Edinburgh - 12 March 2020","9.20 an hour","Staff discount","Shocking management and poor notice on rotas.","MORRISONS"
"1758","People assistant (Former Employee) - Welwyn Garden City - 25 November 2020","Short shifts, no advancement, nasty management.","The people you work with","Management","MORRISONS"
"1759","Home Delivery Driver (Former Employee) - Ipswich - 24 November 2020","Enjoyed the job immensely but left after 5 months as all the vans temperatures were no where near legal temperatures and was promised we were getting new vans. Frozen temperatures were very rarely went down to -10 and the food ended up wet due to temperatures. Some times we were 1 1/2hrs late leaving due to no pickers. They asked me if I wanted to go onto Doorstep delivery (delivering to the elderly and vulnerable) and I accepted. After a month they wanted to put me on home delivery again as were short staffed. I declined. The manager TOLD me YOU WILL DO WHAT YOU'RE TOLD so I walked out. In the time working for them you'll notice a large turnround of staff working their due to management not caring for staff and customers. All the staff were very friendly and some of the managers were too but some managers looked down at you.","None","two faced bullies everywhere!","MORRISONS"
"1760","Delivery Driver (Current Employee) - South East - 18 November 2020",NA,"9.20 an hour","4am till 4pm","MORRISONS"
"1761","Customer Service Advisor (Former Employee) - York, North Yorkshire - 15 November 2020","Free uniform","Free uniform","Everything else","MORRISONS"
"1762","Customer Assistant (Former Employee) - Plymstock, Devon - 13 November 2020","Quality. Treated like scum","Staff discount","Short breaks only 15 minutes","MORRISONS"
"1763","Customer Assistant (Former Employee) - North Wales - 12 November 2020","This is a terrible company to work for...they lure you in with false promises. Doesn't matter how hard you work for them. You could bend over backwards, do extra work, stay back later and work without getting your break and they will still treat you poorly. Opportunities to advance in the company are given to some then taken away in a heartbeat to save money on wage costs.","Short hours","Disorganised, huge delays, customers end up taking out their frustration on you when you aren't able to help being late","MORRISONS"
"1764","Sales Assistant (Former Employee) - Laceby, Lincolnshire - 10 November 2020","It is never noticed if you do a good job but the minute you make a human error you are in big trouble. ","Allowed to go home","Don’t waste your life","MORRISONS"
"1765","Shop Assistant (Current Employee) - Rogerstone, Newport - 8 November 2020","Management are so unorganized to the point where departments are left without ample cover due to rotas being written without due diligence and care. Hours are given out then cut without notice as in less than an hour! This happens on n a daily basis and another cost cutting measure. ","collegues, pay, discount","Short shifts, no advancement, nasty management.","MORRISONS"
"1766","Customer Assistant/Cashier (Current Employee) - Newcastle upon Tyne, Tyne and Wear - 6 November 2020","Management are rude and unsupportive. Store manager takes no interest whatsoever. ","The Canteen was nice I suppose","Quality. Treated like scum","MORRISONS"
"1767","Cashier/Sales Assistant (Former Employee) - Newquay - 30 October 2020","If you have any sense and value your mental health you will stay clear! ","Cheap canteen for staff and staff discount","Management do anything to cut costs","MORRISONS"
"1768","Delivery Driver (Former Employee) - Benfleet, Essex - 30 October 2020",NA,"Too many to list","Bad management rude !!!","MORRISONS"
"1769","Senior manager (Former Employee) - Paignton, Devon - 21 October 2020","Staff discount","Money and bonus are ok","Poor management","MORRISONS"
"1770","Home delivery  (Current Employee) - Grimsby  - 17 October 2020","Management do anything to cut costs","Nice work colleagues, subbed canteen food.","Poor Management, Hours all over the place, Poor training, Poor communication, Favouritism/Nepotism at its finest","MORRISONS"
"1771","Home Delivery Driver (Former Employee) - Banbury, Oxfordshire - 16 October 2020","Alwful place to work expected to do everything n your own get no break . Management so ignorant never speak to you just moan about stuipd little things. ","15% staff discount","Bad Management and Bad on the job training.","MORRISONS"
"1772","Sales Assistant (Current Employee) - Renfrew, Renfrewshire - 15 October 2020",NA,"Store Discount (10%) and good colleagues","Poor management, Poor HR, Long hours, overworked, bullying culture, last minute rota's, disorganised, Poor staff Morale.","MORRISONS"
"1773","Sales assistant (Current Employee) - Bolton, Greater Manchester - 13 October 2020","Short hours","Free Tea!","None","MORRISONS"
"1774","Customer Assistant (Former Employee) - Norwich, Norfolk - 13 October 2020","Bad management rude !!!","there isnt any","Embarrassing quality of service, pure greed.","MORRISONS"
"1775","Customer Assistant (Current Employee) - Lancashire - 30 September 2020","The most upper management are so arrogant and dam right rude. How dare you voice your opinion and not speak to them like some kind of royalty type attitudes. No respect shown and treatment often resembles like being naughty at school, knock and wait outside my office. The most unorganised and poorly managed place I've ever known. If only customers knew the true picture and culture within this store. Short dates on food products is a real concern, how they get away with it, baffles me. Customers complain, yet zero is done. Leaks from refrigerators all the time, I'm surprised no one's gone over yet, health and safety is abysmal in the Norwich store. They let customers just pile in, when they say they're supposed to be controlling numbers. They don't seem to care with the risk it puts on colleagues health with Covid, social distancing is almost impossible. Profits rule as usual over people's wellbeing. If only everyone who work there would stick together, all join the Union and organise to halt this shambles of a company in the direction it is continuing with.","friendly staff. Discount, clocking out to go home","Irregular shifts, don't seemed planned.","MORRISONS"
"1776","Temporary Picker/Packer (Former Employee) - Cowgate Newcastle - 29 September 2020",NA,"Staff discount","As mentioned above","MORRISONS"
